merchant_id,merchant_name,relationship_name,transaction_date,transaction_type,funding_type,card_brand,issuer_name,avs_response,cvv_response,status,count,is_cross_border,bin_prefix,auth_protocol
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,4,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,4,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,37,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Insufficient Funds,1,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,2,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid CVV2,4,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,2,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,4,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,56,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Insufficient Funds,4,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,4,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid CVV2,3,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,1,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,3,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,3,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,44,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Insufficient Funds,2,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,4,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid CVV2,4,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,3,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,1,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,4,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Expired Card,1,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,65,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid CVV2,4,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,3,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,4,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,4,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Expired Card,1,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,59,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Insufficient Funds,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid CVV2,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,1,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Expired Card,1,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,M,M,APPROVED,40,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Insufficient Funds,2,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Do Not Honour,1,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Suspected Fraud,2,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Invalid Card Number,4,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Generic Response Code,2,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,CHASE,N,N,DECLINED:Declined - Expired Card,1,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,51,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,2,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,4,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,3,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,4,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,4,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,22,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,1,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,3,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,3,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,38,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,4,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,2,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Generic Response Code,3,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,66,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,3,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,3,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,3,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,4,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,35,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,1,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,3,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,4,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,4,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Generic Response Code,4,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,NO,355555,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,24,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,2,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,3,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,4,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,1,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Generic Response Code,4,NO,411111,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,43,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,4,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,1,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,3,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,1,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Generic Response Code,2,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,4,NO,422222,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,34,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,3,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,1,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,1,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,4,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,NO,533333,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,46,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,4,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,3,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,2,NO,544444,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,M,M,APPROVED,43,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Insufficient Funds,3,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Do Not Honour,3,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid CVV2,3,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Suspected Fraud,1,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Invalid Card Number,1,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Generic Response Code,3,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,BOFA,N,N,DECLINED:Declined - Expired Card,1,YES,355555,NON-3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,M,M,APPROVED,50,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Do Not Honour,1,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Invalid CVV2,3,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Suspected Fraud,1,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Generic Response Code,2,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Expired Card,2,NO,411111,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,M,M,APPROVED,33,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Insufficient Funds,4,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Do Not Honour,1,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Invalid CVV2,2,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Suspected Fraud,1,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Generic Response Code,1,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Expired Card,3,NO,422222,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,M,M,APPROVED,53,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Insufficient Funds,4,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Suspected Fraud,2,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Generic Response Code,2,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Expired Card,2,NO,533333,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,M,M,APPROVED,42,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Do Not Honour,3,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Invalid CVV2,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Suspected Fraud,2,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Invalid Card Number,2,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Generic Response Code,1,NO,544444,3DS
8307196,CVS.COM,CVS/CAREMARK,2026-03-01,ECOMMERCE,DEBIT,VISA,WELLS FARGO,N,N,DECLINED:Declined - Expired Card,1,NO,544444,3DS
